feature,importance
amenity_has_dishwasher,0.051682413
instant_bookable_flag,0.038296424
host_listings_count,0.03730695
host_is_superhost_flag,0.030135833
host_total_listings_count,0.027437974
recent_review_flag,0.027071053
number_of_reviews,0.024954919
log_number_of_reviews,0.022591284
room_type_encoded,0.01854134
amenity_has_kitchen,0.018359847
number_of_reviews_ltm,0.017382467
recent_review_score,0.016541092
has_license_info,0.015528451
listing_age_days,0.015086836
host_verifications_count,0.013133132
amenities_count,0.012618342
amenity_has_pets_allowed,0.01202618
price_per_person,0.011636023
amenity_has_dryer,0.011509824
days_since_last_review,0.010632038
bathrooms_numeric,0.010529221
amenity_has_coffee_maker,0.010296367
property_type_encoded,0.009776577
accommodates,0.009694516
amenity_has_long_term_stays_allowed,0.009485789
amenity_has_wifi,0.009316805
availability_ratio,0.009223056
is_shared_bath,0.009000571
desc_embed_6,0.00897227
occupancy_rate,0.008833799
host_activity_score,0.008827758
host_response_rate,0.008733583
amenity_has_washer,0.008613978
reviews_growth_ratio,0.008489445
amenity_comfort_score,0.008209878
host_about_length,0.008160331
beds,0.008102748
description_length,0.007934146
neighborhood_embed_4,0.007857338
log_reviews_per_month,0.0078506945
host_acceptance_rate,0.007849933
amenity_score_safety,0.007723476
neighborhood_embed_6,0.0077034654
neighborhood_embed_8,0.007560989
desc_embed_7,0.007535377
neighborhood_embed_14,0.0075046835
neighbourhood_encoded,0.0075022927
reviews_per_month,0.007476021
neighborhood_embed_19,0.0074725226
amenity_score_family,0.007466985
log_price,0.0074071847
desc_embed_8,0.007356905
neighborhood_embed_3,0.007337343
neighborhood_embed_10,0.0073109213
neighborhood_embed_2,0.007299187
neighborhood_embed_18,0.0072848545
desc_embed_9,0.0072741867
bedrooms,0.007198305
distance_to_center_km,0.0071940697
amenity_has_air_conditioning,0.0071915505
neighborhood_embed_15,0.007157934
neighborhood_embed_5,0.0071311155
desc_embed_10,0.0071244175
desc_embed_18,0.0071221194
neighborhood_embed_16,0.0070947343
neighborhood_embed_1,0.007047362
price_clean,0.00704634
desc_embed_0,0.007015649
neighborhood_embed_0,0.007001945
desc_embed_1,0.006990399
neighborhood_embed_13,0.006955499
neighborhood_embed_9,0.0069141258
neighborhood_embed_11,0.006868265
desc_embed_16,0.0068669813
desc_embed_17,0.006840285
neighborhood_embed_17,0.006824036
neighborhood_embed_12,0.006813879
amenity_has_elevator,0.006783167
desc_embed_15,0.006782548
desc_embed_14,0.0067612296
desc_embed_4,0.0067597823
amenity_score_business,0.006738176
neighborhood_embed_7,0.006709643
desc_embed_2,0.0067078723
desc_embed_12,0.0066570085
desc_embed_19,0.0066541005
desc_embed_11,0.006639825
desc_embed_5,0.006596108
amenity_has_heating,0.0065930295
desc_embed_13,0.00657881
desc_embed_3,0.0065657236
neighborhood_desc_length,0.0065656193
amenity_score_luxury,0.005953087
amenity_has_tv,0.0059305
host_has_gov_id,0.005292022
is_central,0.004885059
amenity_has_parking,0.0
amenity_has_balcony,0.0
desc_sentiment_compound,0.0
host_about_sentiment_compound,0.0
neighborhood_sentiment_compound,0.0
text_sentiment_score,0.0
