feature,importance
room_type_encoded,0.042666562
log_number_of_reviews,0.03956507
number_of_reviews,0.031021843
host_is_superhost_flag,0.03005556
host_total_listings_count,0.026015803
amenities_count,0.024547204
host_listings_count,0.02440548
amenity_has_coffee_maker,0.023636665
instant_bookable_flag,0.023497112
amenity_has_kitchen,0.0219738
price_per_person,0.021342035
amenity_has_long_term_stays_allowed,0.013547886
property_type_encoded,0.012852814
description_embed_5,0.012634935
has_license_info,0.012281213
log_reviews_per_month,0.011962679
listing_age_days,0.011849464
reviews_per_month,0.011386683
amenity_has_air_conditioning,0.011157578
host_experience_score,0.01090122
days_since_last_review,0.010561106
host_experience_years,0.010490524
amenity_score_family,0.009783308
host_response_rate,0.009361953
log_price,0.00886897
host_about_embed_3,0.008746573
neighborhood_embed_12,0.008336861
distance_to_center_km,0.008161638
description_embed_14,0.007954325
bathrooms_numeric,0.007833048
amenity_comfort_score,0.007826427
price_clean,0.007808228
host_about_embed_8,0.007750656
amenity_has_tv,0.0076648192
amenity_score_luxury,0.0074853236
recent_review_score,0.007423692
host_about_length,0.00731723
host_about_embed_7,0.0072717187
amenity_has_washer,0.007263925
description_embed_10,0.007188488
host_activity_score,0.007180556
host_verifications_count,0.007163791
number_of_reviews_ltm,0.0071584224
host_about_embed_2,0.0071263514
description_embed_7,0.0070109665
host_about_embed_10,0.0069429656
neighborhood_embed_7,0.0069153924
occupancy_rate,0.0069143213
desc_sentiment_compound,0.006889551
description_embed_20,0.0068763364
description_embed_17,0.006869282
host_about_embed_6,0.00686906
neighborhood_embed_11,0.0068545565
neighborhood_embed_3,0.006843271
description_embed_8,0.006828934
host_about_embed_5,0.006793664
neighborhood_embed_8,0.006775802
neighborhood_embed_2,0.006764247
availability_ratio,0.0067520617
description_embed_3,0.0067413584
description_length,0.0067310845
neighborhood_desc_length,0.006724931
description_embed_4,0.0066141095
description_embed_11,0.0066114515
neighborhood_embed_1,0.0065674474
bedrooms,0.006510636
neighborhood_embed_6,0.0064905975
neighborhood_embed_13,0.0064713797
neighborhood_embed_4,0.0064686597
description_embed_12,0.0064257323
reviews_growth_ratio,0.006375073
neighborhood_embed_5,0.006348548
description_embed_2,0.0063472097
description_embed_6,0.006344912
description_embed_15,0.006342062
neighborhood_embed_15,0.006298828
amenity_has_heating,0.00629527
description_embed_1,0.0062325117
host_about_embed_4,0.0062221144
description_embed_13,0.006205482
host_has_gov_id,0.006188019
neighborhood_embed_14,0.0061685513
neighborhood_embed_9,0.006155861
amenity_score_safety,0.006140309
accommodates,0.0061078775
host_about_embed_9,0.006102704
host_acceptance_rate,0.0061004823
neighbourhood_encoded,0.0060860175
neighborhood_sentiment_compound,0.006082761
neighborhood_embed_10,0.0060508423
description_embed_9,0.00603557
description_embed_19,0.006025909
amenity_score_business,0.006002097
description_embed_16,0.00594485
amenity_has_wifi,0.005943912
beds,0.005919849
host_about_sentiment_compound,0.005849596
is_shared_bath,0.005817669
text_sentiment_score,0.0057930364
host_about_embed_1,0.0055790637
description_embed_18,0.0054762657
recent_review_flag,0.005474966
amenity_has_dishwasher,0.0053976118
amenity_has_dryer,0.005380581
amenity_has_elevator,0.005319634
is_central,0.0035565798
amenity_has_pets_allowed,0.0
amenity_has_parking,0.0
amenity_has_balcony,0.0
