original_2021,adjusted_2021,target_2025
4.95,5.0,4.43
4.18,4.5,4.88
4.0,4.5,4.56
4.89,4.96,5.0
4.14,4.5,4.88
4.9,4.97,5.0
5.0,5.0,5.0
5.0,5.0,4.89
4.78,4.87,4.92
4.85,4.92,4.77
4.6,4.75,4.94
4.29,4.54,5.0
4.14,4.5,5.0
4.23,4.5,5.0
4.95,5.0,5.0
4.33,4.58,4.66
5.0,5.0,5.0
4.68,4.81,5.0
4.27,4.53,4.74
4.9,4.97,3.5
4.84,4.92,5.0
4.0,4.5,5.0
4.75,4.86,5.0
4.93,5.0,4.89
4.83,4.91,4.95
4.57,4.73,4.96
4.88,4.95,4.72
4.86,4.93,5.0
4.53,4.71,5.0
5.0,5.0,4.0
4.54,4.71,4.79
4.8,4.89,4.82
4.92,5.0,4.77
5.0,5.0,5.0
5.0,5.0,5.0
3.83,4.33,5.0
4.88,4.95,4.46
4.53,4.71,4.5
4.6,4.75,4.75
4.63,4.76,4.88
4.8,4.89,4.84
4.67,4.8,5.0
4.86,4.93,4.33
4.71,4.83,4.2
4.65,4.77,5.0
4.0,4.5,4.92
4.71,4.83,5.0
4.61,4.75,4.94
4.67,4.8,5.0
4.8,4.89,4.89
4.93,5.0,5.0
5.0,5.0,5.0
4.5,4.69,5.0
4.91,5.0,4.61
4.96,5.0,4.67
4.98,5.0,4.94
4.79,4.88,4.96
4.0,4.5,4.67
5.0,5.0,5.0
4.89,4.96,4.94
4.92,5.0,4.0
5.0,5.0,5.0
4.67,4.8,5.0
4.75,4.86,4.95
4.67,4.8,5.0
4.94,5.0,5.0
4.5,4.69,5.0
4.79,4.88,4.88
4.73,4.83,5.0
4.82,4.9,5.0
4.94,5.0,5.0
5.0,5.0,4.89
4.93,5.0,5.0
5.0,5.0,4.72
3.0,4.17,4.88
4.68,4.81,4.94
4.88,4.95,4.86
4.82,4.9,4.79
5.0,5.0,5.0
4.82,4.9,4.83
4.57,4.73,5.0
4.71,4.83,4.85
4.5,4.69,4.84
4.94,5.0,5.0
4.4,4.61,5.0
4.63,4.76,4.0
4.83,4.91,5.0
4.0,4.5,4.88
4.72,4.83,4.67
4.67,4.8,4.8
5.0,5.0,4.87
5.0,5.0,5.0
5.0,5.0,5.0
4.93,5.0,4.98
4.88,4.95,5.0
5.0,5.0,5.0
4.5,4.69,5.0
4.75,4.86,5.0
4.82,4.9,5.0
4.8,4.89,4.85
4.95,5.0,5.0
0.0,4.0,4.73
4.88,4.95,4.88
4.95,5.0,5.0
4.76,4.86,5.0
4.0,4.5,4.95
4.89,4.96,5.0
4.7,4.82,5.0
5.0,5.0,4.9
3.8,4.32,4.5
4.79,4.88,4.09
5.0,5.0,4.89
4.81,4.89,4.87
5.0,5.0,5.0
4.97,5.0,4.67
4.91,5.0,4.83
5.0,5.0,5.0
5.0,5.0,5.0
3.0,4.17,4.88
4.0,4.5,5.0
4.7,4.82,5.0
5.0,5.0,5.0
5.0,5.0,4.36
5.0,5.0,4.8
0.0,4.0,4.95
4.8,4.89,4.8
5.0,5.0,4.97
5.0,5.0,4.97
4.8,4.89,5.0
4.96,5.0,5.0
4.86,4.93,5.0
4.33,4.58,4.81
5.0,5.0,4.88
4.55,4.71,4.83
4.67,4.8,5.0
5.0,5.0,4.88
4.92,5.0,4.88
4.88,4.95,4.53
4.92,5.0,4.91
4.68,4.81,4.69
4.63,4.76,4.5
5.0,5.0,5.0
4.14,4.5,4.51
4.91,5.0,4.08
4.9,4.97,5.0
4.96,5.0,5.0
4.67,4.8,5.0
4.9,4.97,5.0
4.75,4.86,4.8
4.86,4.93,5.0
4.73,4.83,5.0
5.0,5.0,4.95
5.0,5.0,5.0
5.0,5.0,5.0
4.71,4.83,4.46
0.0,4.0,4.94
5.0,5.0,4.8
4.91,5.0,5.0
4.83,4.91,4.88
4.5,4.69,5.0
4.71,4.83,4.43
4.57,4.73,5.0
5.0,5.0,5.0
4.4,4.61,4.91
4.92,5.0,4.87
4.83,4.91,5.0
4.96,5.0,5.0
5.0,5.0,5.0
4.5,4.69,5.0
5.0,5.0,5.0
4.86,4.93,4.98
4.8,4.89,5.0
3.71,4.3,4.83
5.0,5.0,4.67
4.67,4.8,5.0
4.89,4.96,4.73
4.5,4.69,4.86
4.86,4.93,5.0
5.0,5.0,4.86
5.0,5.0,4.93
4.89,4.96,5.0
5.0,5.0,5.0
4.64,4.77,5.0
4.7,4.82,5.0
4.75,4.86,5.0
4.5,4.69,5.0
5.0,5.0,5.0
4.5,4.69,4.83
4.53,4.71,4.74
5.0,5.0,5.0
4.87,4.94,4.8
4.87,4.94,4.8
5.0,5.0,5.0
4.9,4.97,5.0
4.97,5.0,4.87
4.92,5.0,5.0
4.75,4.86,4.85
5.0,5.0,4.93
0.0,4.0,5.0
4.67,4.8,4.63
5.0,5.0,4.43
4.91,5.0,4.83
5.0,5.0,5.0
4.81,4.89,4.88
4.87,4.94,5.0
4.73,4.83,4.94
4.73,4.83,4.5
5.0,5.0,5.0
4.93,5.0,4.89
4.7,4.82,4.64
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.83,4.91,5.0
4.43,4.63,4.5
4.94,5.0,5.0
4.86,4.93,4.42
4.55,4.71,4.7
4.84,4.92,4.61
5.0,5.0,4.76
4.75,4.86,4.94
4.91,5.0,5.0
4.79,4.88,4.96
3.83,4.33,4.88
4.0,4.5,4.67
4.71,4.83,5.0
5.0,5.0,5.0
5.0,5.0,3.97
5.0,5.0,4.33
4.77,4.86,4.76
4.75,4.86,4.82
4.92,5.0,4.33
3.0,4.17,4.93
5.0,5.0,5.0
5.0,5.0,4.98
4.78,4.87,4.86
4.82,4.9,5.0
4.79,4.88,4.57
4.67,4.8,5.0
4.89,4.96,4.33
4.25,4.52,4.95
4.92,5.0,5.0
4.17,4.5,4.89
4.75,4.86,4.71
5.0,5.0,5.0
4.5,4.69,4.21
5.0,5.0,4.84
5.0,5.0,3.71
4.88,4.95,4.76
4.67,4.8,3.33
4.85,4.92,4.83
4.88,4.95,4.2
4.36,4.58,4.43
4.35,4.58,3.75
4.67,4.8,5.0
5.0,5.0,5.0
4.8,4.89,4.78
3.71,4.3,5.0
4.87,4.94,4.83
2.0,4.0,3.0
5.0,5.0,5.0
4.89,4.96,5.0
4.0,4.5,4.5
4.73,4.83,4.8
5.0,5.0,4.63
4.75,4.86,4.83
5.0,5.0,4.92
5.0,5.0,4.94
4.0,4.5,4.93
4.63,4.76,4.93
4.75,4.86,4.8
4.81,4.89,5.0
5.0,5.0,5.0
5.0,5.0,4.77
4.87,4.94,4.83
3.0,4.17,5.0
4.67,4.8,4.86
4.91,5.0,4.83
4.45,4.64,4.8
3.83,4.33,4.53
4.58,4.74,5.0
4.57,4.73,4.5
4.5,4.69,4.8
4.73,4.83,5.0
5.0,5.0,4.38
4.5,4.69,4.67
4.5,4.69,4.8
5.0,5.0,5.0
4.0,4.5,4.97
4.75,4.86,5.0
4.63,4.76,5.0
4.91,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.88
5.0,5.0,5.0
4.67,4.8,5.0
5.0,5.0,4.88
5.0,5.0,4.98
5.0,5.0,5.0
5.0,5.0,5.0
4.95,5.0,4.9
4.98,5.0,4.5
5.0,5.0,5.0
4.83,4.91,5.0
0.0,4.0,5.0
4.77,4.86,5.0
4.68,4.81,3.0
5.0,5.0,4.88
4.55,4.71,4.97
4.67,4.8,5.0
4.41,4.61,4.51
4.92,5.0,4.5
4.91,5.0,5.0
3.75,4.31,4.91
4.0,4.5,5.0
4.8,4.89,5.0
4.5,4.69,4.97
4.88,4.95,4.96
4.88,4.95,4.83
4.5,4.69,4.9
4.86,4.93,4.97
4.4,4.61,5.0
5.0,5.0,4.8
4.0,4.5,4.92
5.0,5.0,5.0
4.62,4.75,4.86
4.78,4.87,4.97
4.73,4.83,4.88
4.88,4.95,5.0
4.6,4.75,5.0
5.0,5.0,4.96
5.0,5.0,5.0
4.5,4.69,4.89
4.83,4.91,5.0
3.0,4.17,4.88
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.86,4.93,4.77
4.85,4.92,5.0
5.0,5.0,4.95
4.63,4.76,5.0
5.0,5.0,4.61
5.0,5.0,5.0
4.89,4.96,4.96
4.7,4.82,5.0
4.79,4.88,5.0
4.9,4.97,4.62
4.75,4.86,4.5
4.75,4.86,5.0
0.0,4.0,5.0
4.63,4.76,5.0
4.94,5.0,5.0
4.0,4.5,5.0
4.75,4.86,4.75
4.22,4.5,5.0
4.54,4.71,5.0
5.0,5.0,4.5
4.87,4.94,4.94
4.48,4.65,4.57
4.5,4.69,5.0
4.92,5.0,4.94
4.73,4.83,4.89
4.82,4.9,4.6
5.0,5.0,5.0
4.71,4.83,5.0
0.0,4.0,5.0
5.0,5.0,5.0
4.5,4.69,5.0
5.0,5.0,4.94
4.69,4.81,4.75
4.67,4.8,5.0
5.0,5.0,5.0
4.53,4.71,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.82
4.55,4.71,4.88
5.0,5.0,4.9
4.93,5.0,5.0
4.92,5.0,4.73
4.33,4.58,5.0
5.0,5.0,4.95
4.97,5.0,5.0
5.0,5.0,5.0
4.83,4.91,5.0
4.92,5.0,5.0
5.0,5.0,5.0
4.93,5.0,5.0
4.67,4.8,4.96
4.67,4.8,4.94
4.67,4.8,5.0
4.96,5.0,4.85
5.0,5.0,5.0
4.67,4.8,4.83
4.83,4.91,5.0
4.85,4.92,4.82
4.75,4.86,4.94
4.88,4.95,4.88
5.0,5.0,5.0
4.67,4.8,5.0
4.79,4.88,4.85
4.42,4.62,4.86
5.0,5.0,4.64
5.0,5.0,5.0
4.86,4.93,5.0
4.89,4.96,5.0
4.79,4.88,4.89
4.91,5.0,4.48
4.33,4.58,4.82
4.69,4.81,4.67
4.75,4.86,5.0
4.4,4.61,5.0
4.0,4.5,4.5
4.87,4.94,4.59
4.78,4.87,5.0
4.55,4.71,5.0
4.83,4.91,4.97
4.5,4.69,5.0
4.4,4.61,4.85
4.86,4.93,4.73
4.64,4.77,4.75
4.0,4.5,5.0
5.0,5.0,4.94
4.0,4.5,4.88
4.67,4.8,4.83
5.0,5.0,4.95
4.8,4.89,5.0
5.0,5.0,4.77
5.0,5.0,5.0
4.75,4.86,4.94
4.67,4.8,4.8
4.74,4.84,4.56
4.54,4.71,5.0
4.91,5.0,5.0
4.63,4.76,5.0
5.0,5.0,4.67
4.93,5.0,5.0
4.23,4.5,4.5
4.82,4.9,4.92
4.95,5.0,5.0
4.89,4.96,5.0
4.78,4.87,5.0
0.0,4.0,3.0
4.0,4.5,5.0
0.0,4.0,5.0
5.0,5.0,4.86
4.55,4.71,5.0
4.96,5.0,5.0
4.81,4.89,4.64
4.67,4.8,5.0
5.0,5.0,5.0
4.87,4.94,4.43
4.96,5.0,4.67
4.0,4.5,5.0
4.92,5.0,5.0
4.91,5.0,5.0
5.0,5.0,5.0
1.0,4.0,4.86
5.0,5.0,4.88
5.0,5.0,5.0
4.7,4.82,4.97
4.76,4.86,4.98
5.0,5.0,4.94
4.93,5.0,4.92
5.0,5.0,4.93
0.0,4.0,5.0
4.78,4.87,5.0
4.67,4.8,4.89
4.5,4.69,4.88
4.89,4.96,4.96
5.0,5.0,4.75
4.88,4.95,4.8
4.94,5.0,4.96
4.33,4.58,5.0
4.71,4.83,5.0
4.88,4.95,4.97
4.75,4.86,5.0
5.0,5.0,5.0
4.69,4.81,4.89
4.77,4.86,4.88
4.94,5.0,4.6
4.71,4.83,4.0
4.94,5.0,4.74
5.0,5.0,4.11
0.0,4.0,4.86
4.89,4.96,5.0
4.83,4.91,3.8
4.91,5.0,4.92
4.88,4.95,4.77
4.62,4.75,5.0
4.18,4.5,5.0
4.86,4.93,4.69
3.5,4.25,4.83
4.79,4.88,4.86
4.67,4.8,5.0
5.0,5.0,5.0
4.67,4.8,4.89
4.74,4.84,4.83
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.95
5.0,5.0,5.0
4.71,4.83,4.8
4.93,5.0,5.0
4.6,4.75,4.75
4.83,4.91,5.0
4.83,4.91,4.9
5.0,5.0,5.0
4.87,4.94,4.79
4.93,5.0,4.91
4.8,4.89,4.92
4.92,5.0,5.0
4.83,4.91,5.0
4.84,4.92,4.92
4.0,4.5,4.75
4.8,4.89,5.0
4.5,4.69,4.95
4.78,4.87,5.0
5.0,5.0,4.71
4.86,4.93,4.57
4.9,4.97,4.91
4.71,4.83,4.86
4.5,4.69,4.88
5.0,5.0,4.86
4.33,4.58,5.0
4.85,4.92,4.75
4.93,5.0,5.0
3.0,4.17,5.0
2.0,4.0,4.5
4.9,4.97,4.57
4.67,4.8,5.0
4.67,4.8,5.0
5.0,5.0,4.75
4.88,4.95,4.58
4.6,4.75,4.92
4.67,4.8,5.0
4.97,5.0,4.99
4.94,5.0,4.93
5.0,5.0,4.85
4.83,4.91,5.0
5.0,5.0,4.65
4.8,4.89,4.9
4.8,4.89,5.0
4.88,4.95,5.0
4.74,4.84,4.97
4.79,4.88,4.9
4.87,4.94,4.81
5.0,5.0,4.69
4.67,4.8,5.0
4.73,4.83,5.0
0.0,4.0,4.62
5.0,5.0,5.0
4.91,5.0,4.95
4.5,4.69,5.0
4.72,4.83,4.88
4.5,4.69,4.94
4.0,4.5,5.0
5.0,5.0,5.0
5.0,5.0,4.88
4.78,4.87,5.0
4.8,4.89,5.0
4.78,4.87,4.69
3.33,4.2,5.0
4.95,5.0,4.58
4.89,4.96,4.86
4.82,4.9,4.75
5.0,5.0,4.78
4.86,4.93,4.83
4.57,4.73,5.0
4.2,4.5,5.0
4.71,4.83,5.0
4.92,5.0,5.0
4.87,4.94,4.6
4.64,4.77,5.0
4.96,5.0,4.5
4.89,4.96,4.42
4.94,5.0,5.0
3.67,4.29,5.0
4.62,4.75,4.92
4.75,4.86,4.33
4.83,4.91,5.0
5.0,5.0,4.54
4.65,4.77,4.43
5.0,5.0,5.0
5.0,5.0,5.0
4.0,4.5,4.67
5.0,5.0,4.83
4.96,5.0,5.0
4.76,4.86,4.8
4.88,4.95,5.0
5.0,5.0,4.69
5.0,5.0,4.93
4.25,4.52,4.83
4.37,4.59,4.97
4.84,4.92,4.92
3.88,4.33,4.5
4.67,4.8,4.83
5.0,5.0,4.63
5.0,5.0,4.0
4.93,5.0,4.83
4.67,4.8,5.0
4.33,4.58,4.86
4.67,4.8,4.87
4.2,4.5,4.97
4.85,4.92,5.0
4.69,4.81,4.61
4.33,4.58,4.9
4.49,4.65,4.98
4.03,4.5,4.82
4.5,4.69,4.6
4.6,4.75,4.83
4.94,5.0,5.0
4.91,5.0,4.9
5.0,5.0,5.0
4.89,4.96,5.0
4.79,4.88,5.0
4.85,4.92,5.0
4.67,4.8,5.0
4.85,4.92,4.89
4.4,4.61,5.0
3.57,4.25,4.91
4.5,4.69,5.0
4.78,4.87,4.78
5.0,5.0,4.67
5.0,5.0,4.91
4.5,4.69,5.0
4.86,4.93,5.0
4.82,4.9,5.0
4.83,4.91,5.0
5.0,5.0,4.75
5.0,5.0,5.0
4.94,5.0,4.75
5.0,5.0,4.92
4.75,4.86,5.0
4.86,4.93,4.83
4.86,4.93,5.0
5.0,5.0,5.0
4.95,5.0,4.93
5.0,5.0,5.0
4.69,4.81,5.0
4.0,4.5,4.0
4.9,4.97,5.0
4.54,4.71,5.0
4.93,5.0,4.79
4.5,4.69,4.89
4.88,4.95,4.81
5.0,5.0,5.0
4.53,4.71,5.0
5.0,5.0,4.93
4.81,4.89,5.0
4.75,4.86,4.94
5.0,5.0,4.83
4.91,5.0,5.0
4.7,4.82,5.0
4.96,5.0,4.89
4.63,4.76,5.0
4.5,4.69,5.0
4.84,4.92,4.88
4.78,4.87,5.0
4.8,4.89,4.9
4.79,4.88,4.93
4.95,5.0,4.38
4.83,4.91,5.0
5.0,5.0,4.27
4.66,4.78,5.0
4.5,4.69,4.33
4.88,4.95,5.0
4.64,4.77,5.0
4.86,4.93,4.85
4.57,4.73,4.62
4.91,5.0,5.0
4.81,4.89,5.0
4.97,5.0,4.57
4.9,4.97,4.64
4.83,4.91,5.0
4.95,5.0,4.92
4.75,4.86,4.95
5.0,5.0,4.9
4.8,4.89,5.0
4.9,4.97,5.0
4.69,4.81,5.0
4.84,4.92,4.71
3.29,4.17,4.83
4.0,4.5,4.89
4.73,4.83,4.0
4.5,4.69,4.47
4.75,4.86,3.98
5.0,5.0,4.75
4.86,4.93,4.45
5.0,5.0,4.76
4.83,4.91,4.55
5.0,5.0,4.17
4.67,4.8,5.0
5.0,5.0,4.89
4.73,4.83,5.0
5.0,5.0,4.33
4.82,4.9,4.81
4.89,4.96,4.5
4.36,4.58,4.95
4.57,4.73,4.25
4.94,5.0,5.0
4.89,4.96,4.67
5.0,5.0,4.85
4.6,4.75,4.84
4.9,4.97,5.0
4.93,5.0,4.57
4.71,4.83,5.0
4.57,4.73,5.0
4.85,4.92,4.92
4.71,4.83,4.67
4.88,4.95,4.92
4.8,4.89,5.0
4.76,4.86,5.0
0.0,4.0,4.91
4.54,4.71,4.9
5.0,5.0,5.0
4.88,4.95,5.0
4.86,4.93,5.0
4.74,4.84,4.78
5.0,5.0,5.0
4.0,4.5,5.0
4.69,4.81,4.6
4.0,4.5,4.92
5.0,5.0,5.0
4.93,5.0,4.88
4.82,4.9,4.87
5.0,5.0,4.88
5.0,5.0,5.0
4.5,4.69,4.96
5.0,5.0,4.93
4.95,5.0,5.0
4.25,4.52,5.0
5.0,5.0,4.82
4.13,4.5,5.0
4.86,4.93,5.0
4.88,4.95,4.92
4.87,4.94,4.9
4.75,4.86,4.85
5.0,5.0,5.0
4.25,4.52,5.0
4.45,4.64,5.0
4.73,4.83,4.91
5.0,5.0,5.0
5.0,5.0,4.95
5.0,5.0,5.0
4.71,4.83,4.98
4.4,4.61,5.0
4.67,4.8,4.89
4.84,4.92,5.0
5.0,5.0,5.0
4.93,5.0,4.69
4.91,5.0,5.0
4.67,4.8,4.38
4.5,4.69,5.0
4.9,4.97,5.0
5.0,5.0,5.0
4.89,4.96,4.8
5.0,5.0,4.85
4.56,4.72,5.0
4.81,4.89,4.91
4.6,4.75,4.92
4.8,4.89,5.0
4.37,4.59,4.86
4.75,4.86,4.91
4.76,4.86,4.72
4.91,5.0,5.0
4.0,4.5,4.93
4.85,4.92,5.0
5.0,5.0,4.67
5.0,5.0,4.81
5.0,5.0,4.97
4.86,4.93,4.95
4.91,5.0,5.0
4.62,4.75,4.67
5.0,5.0,4.71
4.78,4.87,4.54
4.71,4.83,5.0
4.27,4.53,5.0
4.95,5.0,5.0
4.44,4.63,4.92
4.8,4.89,5.0
4.75,4.86,4.67
4.89,4.96,4.75
4.74,4.84,5.0
4.94,5.0,5.0
4.15,4.5,4.86
5.0,5.0,5.0
4.79,4.88,4.96
4.5,4.69,5.0
4.0,4.5,5.0
4.82,4.9,4.93
4.72,4.83,4.92
5.0,5.0,5.0
5.0,5.0,5.0
4.71,4.83,5.0
4.5,4.69,4.9
4.71,4.83,4.84
4.64,4.77,5.0
4.8,4.89,4.92
4.81,4.89,5.0
5.0,5.0,4.88
4.96,5.0,4.89
4.95,5.0,4.4
4.77,4.86,5.0
3.5,4.25,4.86
4.78,4.87,4.8
4.91,5.0,5.0
5.0,5.0,4.7
0.0,4.0,4.86
4.83,4.91,5.0
4.86,4.93,4.76
5.0,5.0,5.0
4.93,5.0,5.0
5.0,5.0,4.67
4.86,4.93,5.0
4.95,5.0,4.73
4.63,4.76,4.9
4.75,4.86,5.0
4.52,4.7,4.8
4.94,5.0,5.0
4.8,4.89,5.0
4.96,5.0,5.0
4.9,4.97,5.0
4.57,4.73,5.0
4.5,4.69,4.81
4.95,5.0,4.75
3.0,4.17,4.83
4.58,4.74,5.0
4.25,4.52,4.91
4.89,4.96,4.94
5.0,5.0,5.0
4.67,4.8,5.0
4.88,4.95,4.69
4.9,4.97,5.0
4.94,5.0,4.95
5.0,5.0,4.86
4.89,4.96,5.0
4.95,5.0,5.0
5.0,5.0,4.83
4.4,4.61,5.0
4.56,4.72,4.8
4.0,4.5,4.86
4.7,4.82,5.0
4.91,5.0,5.0
4.94,5.0,5.0
5.0,5.0,5.0
4.2,4.5,5.0
4.75,4.86,4.85
4.56,4.72,4.83
5.0,5.0,5.0
4.56,4.72,5.0
5.0,5.0,5.0
5.0,5.0,4.86
4.33,4.58,4.82
4.0,4.5,5.0
5.0,5.0,4.67
4.79,4.88,4.88
4.88,4.95,5.0
5.0,5.0,5.0
4.92,5.0,4.91
4.87,4.94,5.0
4.67,4.8,4.56
4.86,4.93,4.85
4.9,4.97,4.8
4.27,4.53,5.0
4.8,4.89,5.0
4.88,4.95,4.93
4.78,4.87,4.85
5.0,5.0,5.0
4.75,4.86,4.88
4.88,4.95,5.0
4.84,4.92,4.91
5.0,5.0,4.8
4.67,4.8,4.82
4.7,4.82,4.89
4.75,4.86,4.72
5.0,5.0,4.68
5.0,5.0,4.73
4.83,4.91,5.0
4.93,5.0,4.89
4.8,4.89,4.55
4.92,5.0,5.0
4.91,5.0,5.0
4.82,4.9,5.0
4.49,4.65,5.0
5.0,5.0,4.91
4.0,4.5,5.0
0.0,4.0,4.87
5.0,5.0,4.79
4.92,5.0,4.79
4.92,5.0,4.8
4.5,4.69,4.76
4.79,4.88,5.0
5.0,5.0,4.86
4.93,5.0,4.95
4.93,5.0,4.83
4.0,4.5,4.75
4.57,4.73,4.62
4.67,4.8,4.82
5.0,5.0,5.0
4.6,4.75,5.0
4.86,4.93,5.0
4.7,4.82,5.0
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.0
4.93,5.0,4.61
4.97,5.0,5.0
4.85,4.92,5.0
4.0,4.5,4.56
4.84,4.92,4.43
4.5,4.69,5.0
4.5,4.69,4.5
4.62,4.75,5.0
5.0,5.0,4.9
4.73,4.83,5.0
5.0,5.0,4.64
4.5,4.69,4.78
4.8,4.89,4.67
5.0,5.0,5.0
4.67,4.8,5.0
4.73,4.83,5.0
5.0,5.0,4.82
4.95,5.0,4.98
5.0,5.0,4.85
4.71,4.83,4.75
4.0,4.5,5.0
5.0,5.0,4.92
4.67,4.8,4.83
4.33,4.58,4.6
4.29,4.54,5.0
4.81,4.89,4.8
4.8,4.89,5.0
4.68,4.81,4.86
3.67,4.29,5.0
4.5,4.69,5.0
4.43,4.63,4.67
5.0,5.0,4.92
4.67,4.8,4.8
4.92,5.0,4.98
4.89,4.96,4.93
4.83,4.91,5.0
4.94,5.0,4.91
4.88,4.95,4.5
4.88,4.95,5.0
4.92,5.0,4.88
4.79,4.88,5.0
4.88,4.95,3.9
4.98,5.0,4.5
5.0,5.0,4.96
4.67,4.8,4.5
4.93,5.0,4.86
4.32,4.55,4.71
4.33,4.58,4.71
4.7,4.82,5.0
5.0,5.0,4.91
4.96,5.0,5.0
5.0,5.0,4.5
4.66,4.78,5.0
4.7,4.82,4.65
4.67,4.8,5.0
4.71,4.83,5.0
4.63,4.76,4.86
4.92,5.0,4.67
4.86,4.93,5.0
5.0,5.0,5.0
4.2,4.5,5.0
4.91,5.0,5.0
4.58,4.74,5.0
4.92,5.0,4.97
4.33,4.58,3.5
4.9,4.97,5.0
5.0,5.0,5.0
4.45,4.64,4.79
4.83,4.91,5.0
5.0,5.0,5.0
4.9,4.97,4.81
4.83,4.91,5.0
4.79,4.88,5.0
5.0,5.0,4.97
4.93,5.0,4.33
5.0,5.0,5.0
4.43,4.63,4.9
4.97,5.0,5.0
5.0,5.0,4.5
4.83,4.91,4.67
4.87,4.94,5.0
4.9,4.97,4.93
4.92,5.0,4.63
5.0,5.0,4.84
4.71,4.83,5.0
4.93,5.0,4.73
4.82,4.9,4.8
5.0,5.0,4.75
4.67,4.8,5.0
5.0,5.0,4.88
4.87,4.94,4.85
4.5,4.69,4.63
4.55,4.71,4.92
5.0,5.0,4.88
4.53,4.71,4.86
4.86,4.93,4.64
5.0,5.0,5.0
4.56,4.72,4.75
4.93,5.0,5.0
4.83,4.91,5.0
4.94,5.0,4.75
5.0,5.0,5.0
4.73,4.83,5.0
5.0,5.0,5.0
4.92,5.0,5.0
4.65,4.77,4.82
4.86,4.93,4.33
5.0,5.0,4.95
4.71,4.83,4.5
4.5,4.69,4.88
4.88,4.95,4.92
5.0,5.0,4.95
5.0,5.0,5.0
4.9,4.97,4.41
4.82,4.9,5.0
4.83,4.91,5.0
4.78,4.87,4.71
4.96,5.0,4.9
5.0,5.0,4.2
4.89,4.96,5.0
4.82,4.9,3.0
4.92,5.0,4.9
5.0,5.0,5.0
5.0,5.0,5.0
5.0,5.0,4.96
4.87,4.94,5.0
4.7,4.82,4.91
4.94,5.0,4.4
4.92,5.0,5.0
5.0,5.0,5.0
4.89,4.96,4.78
4.93,5.0,5.0
5.0,5.0,5.0
5.0,5.0,5.0
4.35,4.58,4.94
4.89,4.96,5.0
4.42,4.62,4.91
4.77,4.86,4.94
4.87,4.94,4.92
5.0,5.0,4.89
4.73,4.83,4.78
4.67,4.8,4.96
5.0,5.0,5.0
4.9,4.97,4.86
4.67,4.8,5.0
4.94,5.0,4.85
4.72,4.83,5.0
5.0,5.0,5.0
4.78,4.87,5.0
5.0,5.0,5.0
4.63,4.76,5.0
4.95,5.0,4.89
5.0,5.0,5.0
4.41,4.61,4.93
4.84,4.92,4.56
5.0,5.0,5.0
4.8,4.89,4.92
4.82,4.9,5.0
4.63,4.76,5.0
4.67,4.8,5.0
4.5,4.69,5.0
5.0,5.0,5.0
5.0,5.0,4.8
4.93,5.0,5.0
4.93,5.0,5.0
5.0,5.0,4.95
4.64,4.77,5.0
4.89,4.96,5.0
4.72,4.83,4.86
5.0,5.0,4.94
4.76,4.86,4.71
4.92,5.0,5.0
0.0,4.0,4.0
4.67,4.8,5.0
4.33,4.58,5.0
4.74,4.84,4.92
4.6,4.75,5.0
4.5,4.69,5.0
4.63,4.76,5.0
4.69,4.81,4.89
4.54,4.71,5.0
5.0,5.0,5.0
4.71,4.83,4.98
5.0,5.0,4.91
5.0,5.0,5.0
4.38,4.6,4.9
5.0,5.0,5.0
4.96,5.0,4.85
5.0,5.0,4.87
4.33,4.58,5.0
4.61,4.75,5.0
4.83,4.91,4.95
5.0,5.0,4.75
4.89,4.96,5.0
4.87,4.94,4.6
4.8,4.89,4.83
5.0,5.0,5.0
4.68,4.81,5.0
4.92,5.0,4.77
4.8,4.89,4.75
4.18,4.5,5.0
4.57,4.73,4.8
4.85,4.92,5.0
4.94,5.0,5.0
4.95,5.0,4.86
4.92,5.0,4.95
4.82,4.9,4.99
4.43,4.63,4.86
4.88,4.95,4.86
4.81,4.89,5.0
4.82,4.9,5.0
4.67,4.8,4.75
5.0,5.0,4.85
4.88,4.95,4.54
4.33,4.58,4.9
4.56,4.72,5.0
5.0,5.0,5.0
4.89,4.96,4.83
4.89,4.96,4.67
5.0,5.0,4.93
5.0,5.0,4.5
4.63,4.76,5.0
4.73,4.83,4.9
4.8,4.89,4.83
4.4,4.61,4.9
4.78,4.87,4.8
4.78,4.87,4.85
4.14,4.5,4.95
5.0,5.0,4.92
4.88,4.95,4.94
4.35,4.58,5.0
5.0,5.0,4.66
4.82,4.9,5.0
4.91,5.0,5.0
4.6,4.75,5.0
4.83,4.91,4.33
4.86,4.93,4.59
3.33,4.2,4.19
4.88,4.95,4.82
4.8,4.89,4.88
4.91,5.0,5.0
4.0,4.5,5.0
4.86,4.93,5.0
4.7,4.82,5.0
5.0,5.0,5.0
4.84,4.92,4.95
4.98,5.0,4.5
4.29,4.54,5.0
4.95,5.0,4.94
4.89,4.96,4.63
4.84,4.92,4.75
4.5,4.69,5.0
4.9,4.97,5.0
5.0,5.0,5.0
4.98,5.0,5.0
4.8,4.89,4.75
5.0,5.0,4.9
4.96,5.0,5.0
